@relation processed_comments

@attribute worth numeric
@attribute character_count numeric
@attribute word_count numeric
@attribute emoticon_count numeric
@attribute punctuation_count numeric
@attribute response_count numeric
@attribute post_comment_similarity numeric
@attribute sentence_count numeric
@attribute avg_sentence_len numeric
@attribute avg_syllables_per_word numeric
@attribute flesch_kinkaid_ease numeric
@attribute gunning_fog_index numeric

@data
0,172,31,0,10,0,0.062017,2,16,1.28125,82.20125,8.9
0,305,52,0,15,0,0.055364,4,13.5,1.388889,75.6325,10.585185
0,634,109,0,39,0,0.09466,5,22,1.463636,60.681364,12.8
0,250,42,1,6,0,0.033333,5,8.6,1.511628,70.222279,9.021395
0,210,34,0,21,0,0.066667,5,6.8,1.411765,80.497706,7.425882
0,43,9,0,3,0,0.037268,2,4.5,1,117.6675,1.8
0,329,57,0,10,0,0.045644,5,11.6,1.37931,78.371345,6.708966
0,593,109,0,31,0,0.020672,6,18.333333,1.363636,72.86303,10.969697
0,168,27,0,7,8,0.232104,1,27,1.814815,25.896667,15.244444
0,53,11,0,1,2,0.03637,1,11,1.090909,103.379091,4.4
0,277,51,0,4,4,0.03849,4,12.75,1.333333,81.09375,8.237255
0,196,32,0,14,5,0.022076,3,10.666667,1.5625,63.820833,9.266667
0,498,87,0,12,1,0.101545,8,11,1.477273,70.692727,8.490909
0,550,96,3,16,3,0.058697,7,13.857143,1.56701,60.200928,10.903682
0,175,33,0,6,6,0.022076,4,8.25,1.333333,85.66125,4.512121
0,51,9,0,2,2,0.048113,1,9,1.555556,66.1,8.044444
0,339,56,0,21,0,0.017568,7,8.285714,1.448276,75.900862,8.831527
0,128,23,0,3,0,0.083333,2,11.5,1.391304,77.458152,8.078261
0,391,72,0,16,1,0.140488,8,9,1.430556,76.675,6.933333
0,305,55,0,14,0,0.04103,2,27.5,1.309091,68.173409,15.363636
0,243,32,0,13,0,0.102869,6,5.833333,1.914286,38.965595,8.047619
0,140,22,0,10,4,0.028364,1,22,1.818182,30.686818,16.072727
0,719,127,2,15,0,0.109302,8,15.75,1.5,63.94875,11.696825
0,180,33,0,7,0,0.068447,2,16.5,1.515152,61.905682,11.448485
0,69,13,0,7,2,0,3,4.333333,1.230769,98.31359,4.810256
0,238,46,0,7,4,0.110865,4,11.5,1.326087,82.975543,7.208696
0,125,22,0,3,1,0.081469,2,11,1.454545,72.615455,6.218182
0,228,37,0,7,1,0.243903,3,12.666667,1.578947,60.399386,9.277193
0,303,67,0,16,2,0.062715,7,9.571429,1.223881,93.579701,5.619616
0,263,48,0,6,1,0.020528,2,24,1.416667,62.625,13.766667
0,665,113,0,18,1,0.144536,6,18.833333,1.60177,52.209432,11.781121
0,407,70,0,14,2,0.015679,4,17.5,1.514286,60.963929,11
0,766,142,0,26,2,0.091263,8,17.75,1.457746,65.493398,11.325352
0,1354,251,3,35,0,0.149781,15,16.733333,1.458167,66.48971,11.155485
0,390,71,0,10,1,0.080666,5,14.2,1.464789,68.500873,7.933521
0,188,35,0,4,0,0.104364,1,35,1.657143,31.115714,20.857143
0,204,25,0,14,0,0.027156,3,9,2,28.5,11.007407
0,647,112,0,12,1,0.041165,5,22.6,1.469027,59.616354,13.287788
0,446,74,0,9,1,0.108257,6,12.5,1.666667,53.1475,11.4
0,775,129,0,30,0,0.277028,5,26.2,1.671756,38.811466,16.892214
0,179,32,0,4,0,0.052182,1,32,1.6875,31.5925,20.3
0,225,42,0,10,0,0.064745,4,10.5,1.333333,83.3775,8.009524
0,332,65,0,5,0,0.098255,3,21.666667,1.4,66.403333,11.74359
0,476,83,0,8,0,0.058766,8,10.375,1.578313,62.779074,9.933133
0,116,18,2,6,0,0.03505,3,6,1.722222,55.045,13.511111
0,260,45,0,4,0,0.014531,2,23,1.5,56.59,14.417391
0,255,46,1,9,1,0.012684,4,11.5,1.413043,75.619022,8.078261
0,64,13,0,3,0,0,2,6.5,1.153846,102.622115,2.6
0,211,45,0,4,0,0.040004,2,22.5,1.222222,80.5975,9
0,203,37,0,4,0,0.012684,2,19,1.394737,69.555263,9.705263
0,163,30,0,9,0,0.014097,3,10,1.433333,75.425,8
0,311,56,0,6,0,0.091192,4,14,1.589286,58.171429,11.314286
0,348,67,0,5,1,0.063671,6,11.166667,1.462687,71.75755,9.839801
0,92,16,0,2,0,0.023729,2,8,1.5625,66.5275,10.7
0,208,40,0,3,0,0.031068,2,20,1.45,63.865,12
0,276,50,0,8,1,0.142374,5,10,1.44,74.861,6.4
0,108,18,1,2,1,0.047458,1,18,1.611111,52.265,13.866667
0,26,4,0,2,0,0.047458,2,2,1.75,56.755,10.8
0,60,9,2,0,0,0.033558,1,9,2,28.5,12.488889
0,230,37,0,9,0,0.087625,3,12.666667,1.526316,64.852018,9.277193
0,317,62,0,6,1,0.035875,2,31,1.354839,60.750645,16.916129
0,65,12,0,3,5,0.073521,1,12,1.5,67.755,11.466667
0,437,73,0,17,2,0.240021,5,14.8,1.635135,53.480568,11.865946
0,97,20,0,4,1,0,1,20,1.3,76.555,8
0,124,23,0,3,3,0,1,23,1.304348,73.142174,12.678261
0,370,67,0,17,1,0.030528,7,9.714286,1.382353,80.027941,8.003361
0,61,11,0,5,0,0,2,5.5,1.636364,62.816136,5.836364
0,209,36,0,7,4,0.038749,3,12.666667,1.368421,78.209912,8.224561
0,514,91,0,17,0,0.085775,5,18.4,1.423913,67.695957,10.403478
0,367,67,0,14,0,0.085855,5,13.6,1.455882,69.863353,8.969412
0,122,12,0,10,0,0.0274,5,3,2,34.59,11.866667
0,386,63,0,17,0,0.014763,4,16,1.53125,61.05125,12.025
0,139,9,0,18,0,0,4,2.75,3.181818,-65.138068,12.009091
0,316,61,2,9,0,0.142374,4,15.25,1.459016,67.923463,10.690164
0,435,72,0,58,0,0.028194,7,10.571429,1.378378,79.494189,6.390734
0,296,56,0,10,1,0.050337,4,14,1.5,65.725,10.6
0,16,3,0,1,0,0,1,3,1.666667,62.79,14.533333
0,348,60,0,10,0,0.033558,4,15.25,1.459016,67.923463,12.001639
0,15,2,0,0,8,0,1,2,2,35.605,20.8
0,347,63,0,11,2,0.093308,3,21.333333,1.453125,62.247292,12.908333
0,258,46,0,9,0,0.086387,3,15.666667,1.340426,77.533333,8.819858
0,440,85,1,12,4,0.069575,8,10.75,1.348837,81.812122,7.090698
0,379,70,1,13,1,0.058779,4,17.75,1.352113,74.430018,8.790141
0,58,12,0,2,0,0.028796,1,12,1.083333,103.005,4.8
0,223,39,0,7,0,0.064727,2,19.5,1.487179,61.227115,11.902564
0,111,20,0,4,0,0,2,10,1.4,78.245,10
0,50,11,0,1,1,0,1,11,1.090909,103.379091,4.4
0,241,45,1,15,2,0.095021,7,6.428571,1.377778,83.75,8.793651
0,223,47,0,8,2,0.046176,4,11.75,1.170213,95.90875,5.551064
0,552,95,0,21,0,0.105147,5,19,1.484211,61.985789,13.915789
0,176,31,0,6,0,0.058688,2,15.5,1.516129,62.837984,11.36129
0,683,132,1,30,0,0.099751,9,14.555556,1.351145,77.754241,8.875657
0,88,17,0,5,0,0.020362,3,6,1.388889,83.245,6.844444
0,351,67,0,10,2,0.056473,4,16.75,1.373134,73.666586,10.28209
0,252,45,1,6,1,0.05883,4,11.25,1.466667,71.33625,8.055556
0,159,32,0,8,0,0.017107,5,6.4,1.15625,102.52025,2.56
0,301,54,0,8,1,0.066649,6,9,1.462963,73.933333,8.785185
0,187,30,0,17,1,0.020856,5,6.8,1.382353,82.985941,5.072941
0,50,10,0,1,2,0,1,10,1.1,103.625,4
0,251,49,0,11,2,0.040656,4,12.5,1.34,80.7835,7.4
0,57,11,0,1,1,0,1,11,1.545455,64.924545,11.672727
0,194,31,0,7,1,0,3,10.333333,1.645161,57.166022,10.584946
0,154,27,0,3,0,0.03621,2,14,1.285714,83.853571,9.885714
0,72,10,0,2,2,0.023131,1,10,2,27.485,20
0,61,12,0,1,0,0.023131,1,12,1.166667,95.955,4.8
0,47,5,0,8,5,0,2,3,2.166667,20.49,14.533333
0,70,12,0,2,2,0,1,12,1.666667,53.655,14.8
0,62,10,0,2,0,0,1,10,1.7,52.865,12
0,353,70,0,15,3,0.054958,5,14.2,1.28169,83.991014,7.370141
0,296,56,0,7,2,0.078286,5,11.2,1.321429,83.674143,5.908571
0,188,31,1,6,0,0.027369,4,7.75,1.612903,62.517137,10.841935
0,547,94,0,21,1,0.02707,8,11.75,1.734043,48.20875,11.934043
0,4976,934,28,194,2,0.109506,48,18.958333,1.378022,71.011632,10.792125
0,204,44,0,6,6,0.032712,2,22,1.25,78.755,9.709091
0,231,37,0,6,0,0.01404,2,19,1.605263,51.744737,12.863158
0,620,107,0,33,0,0.128544,7,15.285714,1.485981,65.605981,11.347931
0,2178,416,3,70,2,0.0751,21,19.761905,1.33012,74.248474,9.832473
0,100,19,0,5,0,0,2,10,1.2,95.165,6
0,66,11,0,5,1,0.037113,3,3.666667,1.454545,80.058788,8.739394
0,80,15,0,1,5,0.074227,1,15,1.4,73.17,8.666667
0,35,5,0,1,2,0,1,5,2.2,15.64,26
0,34,8,0,1,2,0.064282,1,8,1.125,103.54,3.2
0,140,23,0,10,0,0.026243,3,8,1.583333,64.765,8.2
0,90,16,1,7,2,0.028748,2,7.5,1.466667,75.1425,8.333333
0,207,34,0,4,0,0.021427,2,17,1.647059,50.238824,15.035294
0,540,93,0,19,0,0.066302,6,15.5,1.548387,60.108952,11.791398
0,37,8,0,2,10,0.038576,1,8,1.25,92.965,3.2
0,57,10,0,2,6,0,2,5.5,1.272727,93.579773,2.2
0,9,2,0,1,3,0,1,2,1,120.205,0.8
0,317,58,1,19,1,0.068193,7,8.285714,1.396552,80.276724,4.693596
0,41,10,0,3,2,0,1,10,1.1,103.625,4
0,33,8,1,1,5,0.054554,1,8,1.125,103.54,3.2
0,84,18,0,1,10,0.025717,1,18,1.277778,80.465,9.422222
0,66,14,0,3,0,0.109109,1,14,1.214286,89.896429,5.6
0,302,59,0,11,1,0.07043,4,14.75,1.305085,81.453581,6.577966
0,247,51,0,10,8,0.082244,3,17,1.372549,73.462353,10.721569
0,472,80,0,20,5,0,5,16,1.5375,60.5225,10.4
0,267,49,1,12,0,0.060523,6,8.166667,1.346939,84.594813,6.531973
0,92,14,0,7,6,0,3,4.666667,1.928571,38.94119,10.438095
0,41,7,0,3,0,0,1,7,1.714286,54.701429,8.514286
0,134,24,0,2,4,0.082479,1,24,1.583333,48.525,17.933333
0,566,105,1,16,4,0.098198,6,17.5,1.428571,68.215357,10.047619
0,88,13,0,7,2,0.058321,1,13,1.923077,30.947692,14.430769
0,178,35,0,7,6,0.0177,3,11.666667,1.4,76.553333,8.095238
0,579,113,0,32,10,0.030657,10,11.4,1.359649,80.237684,6.665263
0,212,34,1,12,1,0.018712,6,6.166667,1.567568,67.959617,8.953153
0,237,44,0,9,1,0.051755,4,11,1.295455,86.074545,6.218182
0,94,14,0,8,2,0,4,4,1.5625,70.5875,11.6
0,103,19,0,7,1,0,2,9.5,1.263158,90.329342,3.8
0,299,57,0,8,1,0.04298,2,28.5,1.54386,47.296974,16.312281
0,454,84,0,18,4,0.081417,5,16.8,1.440476,67.918714,11.958095
0,214,44,0,4,3,0.034503,2,22,1.272727,76.832273,11.527273
0,66,16,0,1,0,0.058321,1,16,1.1875,90.1325,8.9
0,1180,227,1,43,4,0.110342,12,19.166667,1.334783,74.458225,10.623188
0,149,32,0,3,2,0.041239,3,10.666667,1.25,90.258333,6.766667
0,726,114,0,19,0,0.074848,9,12.888889,1.689655,50.80795,12.741762
0,150,27,0,4,0,0.021398,2,13.5,1.444444,70.9325,11.325926
0,379,70,1,22,0,0.08761,7,10,1.371429,80.662143,5.714286
0,73,14,1,3,0,0.029161,2,7,1.214286,97.001429,5.657143
0,189,33,0,12,0,0.038576,3,11,1.454545,72.615455,6.824242
0,281,48,2,16,0,0.089087,5,9.4,1.382979,80.294,6.313191
0,247,49,0,9,2,0.046291,5,9.8,1.346939,82.93698,7.185306
0,77,13,0,1,4,0.051434,1,13,1.384615,76.501538,5.2
0,301,54,0,14,0,0.08596,6,9.166667,1.345455,83.705379,5.121212
0,1469,262,1,81,0,0.088487,21,12.904762,1.468635,69.490172,9.737551
0,282,56,0,7,10,0.105915,3,18.666667,1.321429,76.095476,9.609524
0,86,15,0,2,2,0.025717,1,15,1.4,73.17,8.666667
0,44,9,1,2,0,0,1,9,1.222222,94.3,3.6
0,83,17,0,2,0,0.027277,1,17,1.294118,80.097647,9.152941
0,242,46,0,3,0,0.051755,2,23,1.369565,67.624783,12.678261
0,152,32,0,14,0,0.042796,3,11,1.151515,98.251818,4.4
0,16,4,0,1,0,0.054554,1,4,1,118.175,1.6
0,31,5,1,2,0,0.069007,1,5,1.4,83.32,2
0,239,46,0,3,0,0.077152,3,15.666667,1.319149,79.333333,8.819858
0,1177,204,0,55,10,0.059949,11,18.727273,1.504854,60.516139,12.151103
0,147,26,0,4,0,0.061859,3,9.333333,1.464286,73.483095,6.590476
0,376,74,0,4,0,0.026082,2,37,1.405405,50.382703,18.583784
0,41,5,0,4,0,0.034503,2,2.5,2,35.0975,17
0,594,106,0,15,0,0.061314,5,21.2,1.415094,65.600019,12.253585
0,222,41,1,7,5,0.015749,4,10,1.475,71.9,7
0,329,64,0,13,0,0.026463,4,16,1.328125,78.235625,9.525
0,1101,202,1,32,0,0.107916,25,8.08,1.485149,72.990236,7.786455
0,186,37,1,4,0,0.109109,3,12.333333,1.27027,86.851802,4.933333
0,506,99,0,15,1,0.170631,7,14.714286,1.281553,83.480583,8.215811
0,342,57,0,11,3,0.075094,5,12,1.466667,70.575,8.133333
0,113,21,0,3,0,0,2,10.5,1.428571,75.320357,9.914286
0,264,52,2,12,1,0.092582,7,7.571429,1.301887,89.010377,3.783288
0,2018,373,0,46,0,0.129799,22,17,1.430481,68.561283,10.650267
0,393,76,0,20,2,0.145545,4,19,1.421053,67.328947,11.810526
0,243,38,0,10,10,0.049346,2,19,1.815789,33.934211,14.968421
0,466,85,0,18,3,0.092009,4,21.25,1.4,66.82625,11.794118
0,75,15,0,3,0,0.038576,2,7.5,1.333333,86.4225,3
0,694,131,0,27,2,0.019139,11,12.181818,1.350746,80.19732,8.156309
0,334,60,1,16,1,0.071634,3,20,1.416667,66.685,12
0,216,38,0,4,0,0.057864,3,12.666667,1.605263,58.17307,12.435088
0,64,13,0,4,0,0.062994,2,7,1,115.13,2.8
0,105,20,0,3,4,0.074893,2,10,1.45,74.015,8
0,1227,239,1,30,4,0.137443,8,30.25,1.396694,57.970919,14.744628
0,271,43,2,10,5,0.091725,4,10.5,1.761905,47.120357,13.72381
0,319,57,0,7,0,0.071327,2,28.5,1.508772,50.265395,16.312281
0,886,168,3,31,3,0.150795,9,19,1.315789,76.234211,9.939181
0,909,151,2,44,0,0.113564,17,9.117647,1.554839,66.041233,9.324478
0,859,149,0,35,2,0.105564,11,13.545455,1.422819,72.715894,9.176571
0,155,29,0,5,0,0.053495,4,7.25,1.37931,82.786595,8.417241
0,173,30,0,7,2,0.079243,2,15.5,1.419355,71.025081,8.780645
0,234,47,0,9,1,0.100465,3,15.666667,1.212766,88.333333,6.266667
0,433,85,0,11,0,0.114234,7,12.285714,1.337209,81.237093,6.774751
0,1831,362,3,28,0,0.243778,18,20.222222,1.35989,71.262741,10.616361
0,1560,314,5,63,0,0.145595,20,15.6,1.330128,78.472154,9.957949
0,219,37,1,15,0,0.041437,7,5.285714,1.351351,87.145676,5.357529
0,427,78,1,12,0,0.086823,7,11.428571,1.4875,69.3925,8.571429
0,395,66,1,19,0,0.055059,5,13.2,1.590909,58.846091,11.340606
0,406,73,0,10,0,0.121861,4,18.5,1.459459,64.58723,11.724324
0,591,113,2,22,2,0.07429,11,10.272727,1.40708,77.369244,7.648914
0,182,32,1,6,0,0.078621,4,8.25,1.484848,72.843068,8.148485
0,118,19,0,10,1,0.033524,1,19,1.526316,58.423684,13.915789
0,149,24,0,4,0,0.033524,2,12,1.75,46.605,11.466667
0,19,1,0,2,0,0,1,1,6,-301.78,40.4
0,35,5,0,2,0,0,1,5,2,32.56,10
0,328,56,0,12,0,0.028531,6,9.833333,1.338983,83.576201,8.00113
0,206,38,0,4,0,0.04741,3,12.666667,1.447368,71.530965,8.224561
0,240,49,0,2,0,0.094821,3,16.666667,1.28,81.630333,9.066667
0,62,11,0,1,0,0.065518,1,11,1.363636,80.306364,4.4
0,596,96,1,24,3,0.073258,10,10.1,1.524752,67.589441,10.376634
0,304,52,0,15,0,0.053916,6,8.833333,1.415094,78.152186,7.306918
0,36,5,0,2,0,0,2,2.5,1.6,68.9375,9
0,216,35,1,9,1,0.020752,2,17.5,1.714286,44.043929,13.857143
0,87,15,0,4,3,0,2,7.5,1.533333,69.5025,8.333333
0,95,19,0,4,1,0.030715,2,9.5,1.263158,90.329342,5.905263
0,64,13,0,4,0,0,3,4.666667,1.071429,111.455476,1.866667
0,134,25,0,7,1,0.077876,3,8.666667,1.384615,80.899872,6.54359
0,46,9,0,3,1,0,2,4.5,1.444444,80.0675,6.244444
0,81,9,0,8,1,0.039653,2,5,2.6,-18.2,18
0,69,14,0,2,0,0.036711,1,14,1.285714,83.853571,8.457143
0,20,4,0,1,0,0,1,4,1.25,97.025,1.6
0,161,29,0,7,0,0.125392,3,9.666667,1.517241,68.664713,8.004598
0,23,5,0,1,1,0,1,5,1.2,100.24,2
0,49,11,0,2,1,0.043437,1,11,1.090909,103.379091,4.4
0,78,14,0,3,0,0.032376,2,7,1.285714,90.958571,8.514286
0,74,16,0,2,0,0.073422,2,8,1.4375,77.1025,8.2
0,55,11,0,4,0,0,1,11,1.181818,95.688182,4.4
0,71,15,0,6,0,0,1,15,1.333333,78.81,8.666667
0,84,14,1,4,0,0.073422,1,14,1.714286,47.596429,14.171429
0,104,20,0,4,0,0.06143,2,10.5,1.380952,79.348929,11.819048
0,288,59,0,7,1,0.097129,4,14.75,1.322034,80.019682,9.289831
0,137,25,0,7,0,0.053877,3,8.666667,1.346154,84.153718,9.620513
